Buttonville Municipal Airport,"Canada","YKZ",43.86220169067383,-79.37000274658203
Chapleau Airport,"Canada","YLD",47.81999969482422,-83.3467025756836
Meadow Lake Airport,"Canada","YLJ",54.125301361083984,-108.52300262451172
Lloydminster Airport,"Canada","YLL",53.309200286865234,-110.072998046875
Alert Airport,"Canada","YLT",82.51779937740001,-62.2806015015
Kelowna International Airport,"Canada","YLW",49.9561004639,-119.377998352
Mayo Airport,"Canada","YMA",63.61640167236328,-135.8679962158203
Moose Jaw Air Vice Marshal C. M. McEwen Airport,"Canada","YMJ",50.330299377441406,-105.55899810791016
Fort McMurray Airport,"Canada","YMM",56.653301239,-111.222000122
Moosonee Airport,"Canada","YMO",51.291099548339844,-80.60780334472656
Maniwaki Airport,"Canada","YMW",46.2728004456,-75.9906005859
Montreal International (Mirabel) Airport,"Canada","YMX",45.679501,-74.038696
Natashquan Airport,"Canada","YNA",50.189998626708984,-61.78919982910156
Ottawa / Gatineau Airport,"Canada","YND",45.521701812699995,-75.5635986328
Matagami Airport,"Canada","YNM",49.76169967651367,-77.80280303955078
Old Crow Airport,"Canada","YOC",67.57060241699219,-139.83900451660156
CFB Cold Lake,"Canada","YOD",54.404998779296875,-110.27899932861328
High Level Airport,"Canada","YOJ",58.62139892578125,-117.16500091552734
Ottawa Macdonald-Cartier International Airport,"Canada","YOW",45.3224983215332,-75.66919708251953
Prince Albert Glass Field,"Canada","YPA",53.214199066199996,-105.672996521
Peace River Airport,"Canada","YPE",56.226898,-117.446999
Southport Airport,"Canada","YPG",49.903099,-98.273817
Pickle Lake Airport,"Canada","YPL",51.4463996887207,-90.21420288085938
Port Menier Airport,"Canada","YPN",49.83639907836914,-64.2885971069336
Peterborough Airport,"Canada","YPQ",44.22999954223633,-78.36329650878906
Prince Rupert Airport,"Canada","YPR",54.286098480199996,-130.445007324
Fort Chipewyan Airport,"Canada","YPY",58.7672004699707,-111.11699676513672
Muskoka Airport,"Canada","YQA",44.974700927734375,-79.30329895019531
Quebec Jean Lesage International Airport,"Canada","YQB",46.7911,-71.393303
Red Deer Regional Airport,"Canada","YQF",52.18220138549805,-113.89399719238281
Windsor Airport,"Canada","YQG",42.27560043334961,-82.95559692382812
Watson Lake Airport,"Canada","YQH",60.11640167236328,-128.82200622558594
Kenora Airport,"Canada","YQK",49.788299560546875,-94.36309814453125
Lethbridge County Airport,"Canada","YQL",49.6302986145,-112.800003052
Greater Moncton International Airport,"Canada","YQM",46.11220169067383,-64.67859649658203
Comox Airport,"Canada","YQQ",49.71080017089844,-124.88700103759766
Regina International Airport,"Canada","YQR",50.43190002441406,-104.66600036621094
Thunder Bay Airport,"Canada","YQT",48.37189865112305,-89.32389831542969
Grande Prairie Airport,"Canada","YQU",55.1796989441,-118.885002136
Yorkton Municipal Airport,"Canada","YQV",51.26470184326172,-102.46199798583984
North Battleford Airport,"Canada","YQW",52.76919937133789,-108.24400329589844
Gander International Airport,"Canada","YQX",48.9369010925293,-54.56809997558594
Sydney / J.A. Douglas McCurdy Airport,"Canada","YQY",46.1614,-60.047798
Quesnel Airport,"Canada","YQZ",53.026100158691406,-122.51000213623047
Resolute Bay Airport,"Canada","YRB",74.7169036865,-94.9693984985
Rivière-du-Loup Airport,"Canada","YRI",47.764400482177734,-69.58470153808594
Roberval Airport,"Canada","YRJ",48.52000045776367,-72.2656021118164
Rocky Mountain House Airport,"Canada","YRM",52.4296989441,-114.903999329
Rankin Inlet Airport,"Canada","YRT",62.8114013672,-92.1157989502
Sudbury Airport,"Canada","YSB",46.625,-80.79889678955078
Sherbrooke Airport,"Canada","YSC",45.4385986328125,-71.69139862060547
Saint John Airport,"Canada","YSJ",45.31610107421875,-65.89029693603516
Fort Smith Airport,"Canada","YSM",60.020301818847656,-111.96199798583984
Nanisivik Airport,"Canada","YSR",72.982201,-84.613602
Summerside Airport,"Canada","YSU",46.44060134887695,-63.83359909057617
Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,"Canada","YSY",71.9938964844,-125.242996216
Cape Dorset Airport,"Canada","YTE",64.2300033569,-76.5267028809
Thompson Airport,"Canada","YTH",55.80110168457031,-97.86419677734375
CFB Trenton,"Canada","YTR",44.118900299072266,-77.5280990600586
Timmins/Victor M. Power,"Canada","YTS",48.569698333699996,-81.376701355
Billy Bishop Toronto City Centre Airport,"Canada","YTZ",43.627499,-79.396202
Tuktoyaktuk Airport,"Canada","YUB",69.43329620361328,-133.0260009765625
Montreal / Pierre Elliott Trudeau International Airport,"Canada","YUL",45.4706001282,-73.7407989502
Repulse Bay Airport,"Canada","YUT",66.5214004517,-86.22470092770001
Hall Beach Airport,"Canada","YUX",68.77610015869999,-81.2425
Rouyn Noranda Airport,"Canada","YUY",48.20610046386719,-78.83560180664062
La Ronge Airport,"Canada","YVC",55.151401519800004,-105.262001038
Vermilion Airport,"Canada","YVG",53.355800628699996,-110.823997498
Qikiqtarjuaq Airport,"Canada","YVM",67.5457992554,-64.03140258789999
Val-d'Or Airport,"Canada","YVO",48.0532989502,-77.7827987671
Kuujjuaq Airport,"Canada","YVP",58.096099853515625,-68.4269027709961
Norman Wells Airport,"Canada","YVQ",65.28160095214844,-126.7979965209961
Vancouver International Airport,"Canada","YVR",49.193901062,-123.183998108
Buffalo Narrows Airport,"Canada","YVT",55.8418998718,-108.417999268
Wiarton Airport,"Canada","YVV",44.7458,-81.107201
Petawawa Airport,"Canada","YWA",45.95220184326172,-77.31919860839844
Winnipeg / James Armstrong Richardson International Airport,"Canada","YWG",49.909999847399995,-97.2398986816
Wabush Airport,"Canada","YWK",52.92190170288086,-66.8644027709961
Williams Lake Airport,"Canada","YWL",52.1831016541,-122.054000854
Wrigley Airport,"Canada","YWY",63.20940017700195,-123.43699645996094
Cranbrook/Canadian Rockies International Airport,"Canada","YXC",49.610801696777,-115.78199768066
Edmonton City Centre (Blatchford Field) Airport,"Canada","YXD",53.5724983215,-113.521003723
Saskatoon John G. Diefenbaker International Airport,"Canada","YXE",52.170799255371094,-106.69999694824219
Medicine Hat Airport,"Canada","YXH",50.01890182495117,-110.72100067138672
Fort St John Airport,"Canada","YXJ",56.23809814453125,-120.73999786376953
Sioux Lookout Airport,"Canada","YXL",50.11389923095703,-91.9052963256836
Pangnirtung Airport,"Canada","YXP",66.1449966431,-65.71360015869999
Earlton (Timiskaming Regional) Airport,"Canada","YXR",47.697400654599996,-79.8473453522
Prince George Airport,"Canada","YXS",53.8894004822,-122.679000854
Northwest Regional Airport Terrace-Kitimat,"Canada","YXT",54.468498,-128.576009
London Airport,"Canada","YXU",43.035599,-81.1539
Abbotsford Airport,"Canada","YXX",49.025299072265625,-122.36100006103516
Whitehorse / Erik Nielsen International Airport,"Canada","YXY",60.7095985413,-135.067001343
North Bay Jack Garland Airport,"Canada","YYB",46.363602,-79.422798
Calgary International Airport,"Canada","YYC",51.113899231,-114.019996643
Smithers Airport,"Canada","YYD",54.82469940185547,-127.18299865722656
Fort Nelson Airport,"Canada","YYE",58.8363990784,-122.597000122
Penticton Airport,"Canada","YYF",49.46310043334961,-119.60199737548828
Charlottetown Airport,"Canada","YYG",46.290000915527344,-63.12110137939453
Taloyoak Airport,"Canada","YYH",69.5466995239,-93.5766983032
Victoria International Airport,"Canada","YYJ",48.646900177,-123.426002502
Lynn Lake Airport,"Canada","YYL",56.86389923095703,-101.07599639892578
Swift Current Airport,"Canada","YYN",50.291900634799994,-107.691001892
Churchill Airport,"Canada","YYQ",58.739200592041016,-94.06500244140625
Goose Bay Airport,"Canada","YYR",53.3191986084,-60.4258003235
St. John's International Airport,"Canada","YYT",47.618598938,-52.7518997192
Kapuskasing Airport,"Canada","YYU",49.41389846801758,-82.46749877929688
Armstrong Airport,"Canada","YYW",50.29029846191406,-88.90969848632812
Mont Joli Airport,"Canada","YYY",48.60860061645508,-68.20809936523438
Lester B. Pearson International Airport,"Canada","YYZ",43.6772003174,-79.63059997559999
Downsview Airport,"Canada","YZD",43.74250030517578,-79.4655990600586
Gore Bay Manitoulin Airport,"Canada","YZE",45.88529968261719,-82.56780242919922
Yellowknife Airport,"Canada","YZF",62.462799072265625,-114.44000244140625
Slave Lake Airport,"Canada","YZH",55.2930984497,-114.777000427
Sandspit Airport,"Canada","YZP",53.25429916379999,-131.813995361
Chris Hadfield Airport,"Canada","YZR",42.9994010925293,-82.30889892578125
Port Hardy Airport,"Canada","YZT",50.680599212646484,-127.36699676513672
Whitecourt Airport,"Canada","YZU",54.14390182495117,-115.78700256347656
Sept-Îles Airport,"Canada","YZV",50.22330093383789,-66.2656021118164
Teslin Airport,"Canada","YZW",60.17279815673828,-132.7429962158203
CFB Greenwood,"Canada","YZX",44.98440170288086,-64.91690063476562
Faro Airport,"Canada","ZFA",62.20750045776367,-133.37600708007812
Fort Mcpherson Airport,"Canada","ZFM",67.40750122070312,-134.86099243164062
Blida Airport,"Algeria","QLD",36.50360107421875,2.8141698837280273
Bou Saada Airport,"Algeria","BUJ",35.33250045776367,4.206389904022217
Soummam Airport,"Algeria","BJA",36.7120018005,5.0699200630200005
Houari Boumediene Airport,"Algeria","ALG",36.691001892089844,3.215409994125366
Djanet Inedbirene Airport,"Algeria","DJG",24.292801,9.45244
Illizi Takhamalt Airport,"Algeria","VVZ",26.7234992981,8.62265014648
Aguenar – Hadj Bey Akhamok Airport,"Algeria","TMR",22.8115005493,5.45107984543
Jijel Ferhat Abbas Airport,"Algeria","GJL",36.7951011658,5.87361001968
Mecheria Airport,"Algeria","MZW",33.535900116,-0.242353007197
Rabah Bitat Airport,"Algeria","AAE",36.822201,7.809174
Mohamed Boudiaf International Airport,"Algeria","CZL",36.2760009765625,6.620389938354492
Cheikh Larbi Tébessi Airport,"Algeria","TEE",35.4315986633,8.12071990967
Hassi R'Mel Airport,"Algeria","HRM",32.93040084838867,3.311539888381958
Bou Chekif Airport,"Algeria","TID",35.3410987854,1.46315002441
Tindouf Airport,"Algeria","TIN",27.7003993988,-8.167099952700001
Ech Cheliff Airport,"Algeria","CFK",36.2126998901,1.33176994324
Tafaraoui Airport,"Algeria","TAF",35.54240036010742,-0.5322780013084412
Zenata – Messali El Hadj Airport,"Algeria","TLM",35.0167007446,-1.45000004768
Es Senia Airport,"Algeria","ORN",35.6239013672,-0.6211829781529999
Sidi Bel Abbes Airport,"Algeria","BFW",35.1717987061,-0.593275010586
Ghriss Airport,"Algeria","MUW",35.207698822021484,0.14714199304580688
Touat Cheikh Sidi Mohamed Belkebir Airport,"Algeria","AZR",27.837600708007812,-0.18641400337219238
Biskra Airport,"Algeria","BSK",34.793300628699996,5.73823022842
El Golea Airport,"Algeria","ELG",30.571300506591797,2.8595900535583496
Noumérat - Moufdi Zakaria Airport,"Algeria","GHA",32.38410186767578,3.794110059738159
Oued Irara Airport,"Algeria","HME",31.673000335699996,6.140439987180001
In Salah Airport,"Algeria","INZ",27.250999450699997,2.51202011108
Touggourt Sidi Madhi Airport,"Algeria","TGR",33.06779861450195,6.088669776916504
Laghouat Airport,"Algeria","LOO",33.764400482199996,2.92833995819
Timimoun Airport,"Algeria","TMX",29.2371006012,0.276033014059
Ain el Beida Airport,"Algeria","OGX",31.917200088500977,5.412779808044434
In Aménas Airport,"Algeria","IAM",28.0515,9.64291
Cadjehoun Airport,"Benin","COO",6.357230186462402,2.384350061416626
Ouagadougou Airport,"Burkina Faso","OUA",12.3532,-1.51242
Bobo Dioulasso Airport,"Burkina Faso","BOY",11.160099983215332,-4.33096981048584
Kotoka International Airport,"Ghana","ACC",5.605189800262451,-0.16678600013256073
Tamale Airport,"Ghana","TML",9.55718994140625,-0.8632140159606934
Sunyani Airport,"Ghana","NYI",7.361830234527588,-2.3287599086761475
Takoradi Airport,"Ghana","TKD",4.896059989929199,-1.7747600078582764
Port Bouet Airport,"Cote d'Ivoire","ABJ",5.261390209197998,-3.9262900352478027
Bouaké Airport,"Cote d'Ivoire","BYK",7.738800048828125,-5.073669910430908
Daloa Airport,"Cote d'Ivoire","DJO",6.792809963226318,-6.473189830780029
Korhogo Airport,"Cote d'Ivoire","HGO",9.38718032837,-5.55666017532
Man Airport,"Cote d'Ivoire","MJC",7.272069931030273,-7.58735990524292
San Pedro Airport,"Cote d'Ivoire","SPY",4.746719837188721,-6.660820007324219
Yamoussoukro Airport,"Cote d'Ivoire","ASK",6.9031701088,-5.36558008194
Nnamdi Azikiwe International Airport,"Nigeria","ABV",9.006790161132812,7.263169765472412
Akure Airport,"Nigeria","AKR",7.246739864349365,5.3010101318359375
Benin Airport,"Nigeria","BNI",6.316979885101318,5.5995001792907715
Margaret Ekpo International Airport,"Nigeria","CBQ",4.976019859313965,8.347200393676758
Akanu Ibiam International Airport,"Nigeria","ENU",6.474269866943359,7.561960220336914
Ibadan Airport,"Nigeria","IBA",7.362460136413574,3.97832989692688
Ilorin International Airport,"Nigeria","ILR",8.440210342407227,4.493919849395752
Yakubu Gowon Airport,"Nigeria","JOS",9.639829635620117,8.869050025939941
Kaduna Airport,"Nigeria","KAD",10.696000099182129,7.320109844207764
Mallam Aminu International Airport,"Nigeria","KAN",12.0476,8.52462
Maiduguri International Airport,"Nigeria","MIU",11.855299949645996,13.080900192260742
Makurdi Airport,"Nigeria","MDI",7.70388,8.61394
Murtala Muhammed International Airport,"Nigeria","LOS",6.5773701667785645,3.321160078048706
Minna Airport,"Nigeria","MXJ",9.652170181274414,6.462259769439697
Port Harcourt International Airport,"Nigeria","PHC",5.0154900550842285,6.94959020614624
Sadiq Abubakar III International Airport,"Nigeria","SKO",12.916299819946289,5.207190036773682
Yola Airport,"Nigeria","YOL",9.257550239562988,12.430399894714355
Zaria Airport,"Nigeria","ZAR",11.1302,7.68581
Maradi Airport,"Niger","MFQ",13.5024995803833,7.1267499923706055
Diori Hamani International Airport,"Niger","NIM",13.4815,2.18361
Tahoua Airport,"Niger","THZ",14.875699996948242,5.265359878540039
Mano Dayak International Airport,"Niger","AJY",16.965999603271484,8.000109672546387
Zinder Airport,"Niger","ZND",13.779000282287598,8.983759880065918
Monastir Habib Bourguiba International Airport,"Tunisia","MIR",35.75809860229492,10.75469970703125
Tunis Carthage International Airport,"Tunisia","TUN",36.85100173950195,10.22719955444336
Gafsa Ksar International Airport,"Tunisia","GAF",34.422000885009766,8.822500228881836
Gabès Matmata International Airport,"Tunisia","GAE",33.87689971923828,10.103300094604492
Djerba Zarzis International Airport,"Tunisia","DJE",33.875,10.775500297546387
El Borma Airport,"Tunisia","EBM",31.704299926757812,9.254619598388672
Sfax Thyna International Airport,"Tunisia","SFA",34.71799850463867,10.690999984741211
Tozeur Nefta International Airport,"Tunisia","TOE",33.939701080322266,8.110560417175293
Niamtougou International Airport,"Togo","LRL",9.767330169677734,1.091249942779541
Lomé-Tokoin Airport,"Togo","LFW",6.165609836578369,1.2545100450515747
Antwerp International Airport (Deurne),"Belgium","ANR",51.1893997192,4.46027994156
Brussels Airport,"Belgium","BRU",50.901401519800004,4.48443984985
Brussels South Charleroi Airport,"Belgium","CRL",50.459202,4.45382
Wevelgem Airport,"Belgium","KJK",50.817199707,3.20472002029
Liège Airport,"Belgium","LGG",50.63740158081055,5.443220138549805
Ostend-Bruges International Airport,"Belgium","OST",51.198898315399994,2.8622200489
Zoersel (Oostmalle) Airfield,"Belgium","OBL",51.264702,4.75333
Altenburg-Nobitz Airport,"Germany","AOC",50.981945,12.506389
Riesa-Göhlis Airport,"Germany","IES",51.2936096191,13.3561105728
Rechlin-Lärz Airport,"Germany","REB",53.306388855,12.7522220612
Schönhagen Airport,"Germany","QXH",52.203609,13.156389
Barth Airport,"Germany","BBH",54.338253,12.710515
Magdeburg ,"Germany","ZMG",52.073612,11.626389
Cottbus-Drewitz Airport,"Germany","CBU",51.889442,14.531944
Berlin-Schönefeld Airport,"Germany","SXF",52.380001,13.5225
Dresden Airport,"Germany","DRS",51.1328010559082,13.767200469970703
Erfurt Airport,"Germany","ERF",50.979801177978516,10.958100318908691
Frankfurt am Main Airport,"Germany","FRA",50.033333,8.570556
Münster Osnabrück Airport,"Germany","FMO",52.134601593,7.68483018875
Hamburg Airport,"Germany","HAM",53.630401611328,9.9882297515869
Berlin-Tempelhof International Airport,"Germany","THF",52.472999572753906,13.403900146484375
Cologne Bonn Airport,"Germany","CGN",50.8658981323,7.1427397728
Düsseldorf Airport,"Germany","DUS",51.289501,6.76678
Munich Airport,"Germany","MUC",48.353802,11.7861
Nuremberg Airport,"Germany","NUE",49.498699,11.078056
Leipzig/Halle Airport,"Germany","LEJ",51.423889,12.236389
Saarbrücken Airport,"Germany","SCN",49.214599609400004,7.10950994492
Stuttgart Airport,"Germany","STR",48.689899444599995,9.22196006775
Berlin-Tegel Airport,"Germany","TXL",52.5597,13.2877
Hannover Airport,"Germany","HAJ",52.461101532,9.685079574580001
Bremen Airport,"Germany","BRE",53.0475006104,8.78666973114
Frankfurt-Egelsbach Airport,"Germany","QEF",49.959999,8.645833
Frankfurt-Hahn Airport,"Germany","HHN",49.9487,7.26389
Mannheim-City Airport,"Germany","MHG",49.473057,8.514167
Eisenach-Kindel Airport,"Germany","EIB",50.991604,10.47973
Siegerland Airport,"Germany","SGE",50.707698822021484,8.082969665527344
Hamburg-Finkenwerder Airport,"Germany","XFW",53.5352783203125,9.835556030273438
Kiel-Holtenau Airport,"Germany","KEL",54.37944412231445,10.145277976989746
Lübeck Blankensee Airport,"Germany","LBC",53.8054008484,10.7192001343
Essen Mulheim Airport,"Germany","ESS",51.40230178833008,6.9373297691345215
Bielefeld Airport,"Germany","BFE",51.964722,8.544444
Mönchengladbach Airport,"Germany","MGL",51.230278,6.504444
Paderborn Lippstadt Airport,"Germany","PAD",51.614101409899995,8.616319656369999
Dortmund Airport,"Germany","DTM",51.51829910279999,7.61223983765
Augsburg Airport,"Germany","AGB",48.425278,10.931667
Oberpfaffenhofen Airport,"Germany","OBF",48.081402,11.2831
Straubing Airport,"Germany","RBM",48.90083312988281,12.516667366027832
Friedrichshafen Airport,"Germany","FDH",47.671298980699994,9.51148986816
Schwerin Parchim Airport,"Germany","SZW",53.426998,11.7834
Bayreuth Airport,"Germany","BYU",49.985001,11.64
Burg Feuerstein Airport,"Germany","URD",49.794166564941,11.133610725403
Hof-Plauen Airport,"Germany","HOQ",50.288612365722656,11.856389045715332
Zweibrücken Airport,"Germany","ZQW",49.2094,7.40056
Donaueschingen-Villingen Airport,"Germany","ZQL",47.97333145139999,8.52222156525
Braunschweig-Wolfsburg Airport,"Germany","BWE",52.319199,10.5561
Kassel-Calden Airport,"Germany","KSF",51.417273,9.384967
Bremerhaven Airport,"Germany","BRV",53.506943,8.572778
Emden Airport,"Germany","EME",53.391109,7.2275
Wilhelmshaven-Mariensiel Airport,"Germany","WVN",53.502220153808594,8.05222225189209
Borkum Airport,"Germany","BMK",53.59639,6.709167
Norderney Airport,"Germany","NRD",53.70694351196289,7.230000019073486
Flensburg-Schäferhaus Airport,"Germany","FLF",54.77333450317383,9.378889083862305
Westerland Sylt Airport,"Germany","GWT",54.9132003784,8.34047031403
Kärdla Airport,"Estonia","KDL",58.99079895019531,22.830699920654297
Kuressaare Airport,"Estonia","URE",58.22990036010742,22.50950050354004
Pärnu Airport,"Estonia","EPU",58.41899871826172,24.47279930114746
Lennart Meri Tallinn Airport,"Estonia","TLL",59.41329956049999,24.832799911499997
Tartu Airport,"Estonia","TAY",58.3074989319,26.690399169900004
Enontekio Airport,"Finland","ENF",68.362602233887,23.424299240112
Halli Airport,"Finland","KEV",61.856039,24.786686
Helsinki Malmi Airport,"Finland","HEM",60.254600524902344,25.042800903320312
Helsinki Vantaa Airport,"Finland","HEL",60.317199707031,24.963300704956
Hyvinkää Airfield,"Finland","HYV",60.6543998718,24.8810997009
Kitee Airport,"Finland","KTQ",62.1661,30.073601
Ivalo Airport,"Finland","IVL",68.607299804688,27.405300140381
Joensuu Airport,"Finland","JOE",62.662899017334,29.607500076294
Jyvaskyla Airport,"Finland","JYV",62.399501800537,25.678300857544
Kauhava Airport,"Finland","KAU",63.127102,23.051399
Kemi-Tornio Airport,"Finland","KEM",65.778701782227,24.582099914551
Kajaani Airport,"Finland","KAJ",64.285499572754,27.692399978638
Kauhajoki Airport,"Finland","KHJ",62.4625015259,22.3931007385
Kokkola-Pietarsaari Airport,"Finland","KOK",63.721199035645,23.143100738525
Kuusamo Airport,"Finland","KAO",65.987602233887,29.239400863647
Kittilä Airport,"Finland","KTT",67.700996398926,24.846799850464
Kuopio Airport,"Finland","KUO",63.007099151611,27.797800064087
Lahti Vesivehmaa Airport,"Finland","QLF",61.144199,25.693501
Lappeenranta Airport,"Finland","LPP",61.044601,28.144743
Mariehamn Airport,"Finland","MHQ",60.122200012207,19.898199081421
Mikkeli Airport,"Finland","MIK",61.6866,27.201799
Oulu Airport,"Finland","OUL",64.930099487305,25.354600906372
Pori Airport,"Finland","POR",61.461700439453,21.799999237061
Rovaniemi Airport,"Finland","RVN",66.564796447754,25.830400466919
Savonlinna Airport,"Finland","SVL",61.943099975586,28.945100784302
Sodankyla Airport,"Finland","SOT",67.3949966431,26.6191005707
Tampere-Pirkkala Airport,"Finland","TMP",61.414100646973,23.604400634766
Turku Airport,"Finland","TKU",60.514099121094,22.262800216675
Utti Air Base,"Finland","UTI",60.89640045166,26.938400268555
Vaasa Airport,"Finland","VAA",63.050701141357,21.762199401855
Varkaus Airport,"Finland","VRK",62.171100616455,27.868600845337
Ylivieska Airfield,"Finland","YLI",64.0547222,24.7252778
Belfast International Airport,"United Kingdom","BFS",54.6575012207,-6.2158298492399995
St Angelo Airport,"United Kingdom","ENK",54.39889907836914,-7.651669979095459
George Best Belfast City Airport,"United Kingdom","BHD",54.618099212646484,-5.872499942779541
City of Derry Airport,"United Kingdom","LDY",55.04280090332031,-7.161109924316406
Birmingham International Airport,"United Kingdom","BHX",52.453899383499994,-1.74802994728
Coventry Airport,"United Kingdom","CVT",52.3697013855,-1.4797199964499999
Gloucestershire Airport,"United Kingdom","GLO",51.89419937133789,-2.167220115661621
Cotswold Airport,"United Kingdom","GBA",51.668095,-2.05694
Manchester Airport,"United Kingdom","MAN",53.35369873046875,-2.2749500274658203
Newquay Cornwall Airport,"United Kingdom","NQY",50.44060134887695,-4.995409965515137
RAF Lyneham,"United Kingdom","LYE",51.5051,-1.99343
